key,benchmark,batch_size,group_index,sample_ids,prompt_length_min,prompt_length_max,padded_context_length,padding_fraction,active_experts_median,active_experts_p95,active_experts_max,gpu_ttft_ms_median,gpu_itl_ms_median,gpu_e2e_ms_median,gpu_batch_throughput_tokens_s_median,gpu_archived_batch_energy_joules_median,gpu_energy_status,A_original_cycles,B_arlo_cycles,C_fixed_cycles,D_phased_cycles,E_overlap_cycles,D_speedup_vs_A,D_speedup_vs_B,D_speedup_vs_B_ideal_resource_overlap,D_speedup_vs_C,C_bank_stall_cycles,D_bank_stall_cycles,D_tpot_ms_proxy,D_tpot_ms_ideal_resource_overlap_lower_bound,D_aggregate_throughput_tokens_s_proxy,D_aggregate_throughput_tokens_s_ideal_resource_overlap_upper_bound,B_ideal_resource_overlap_cycles,D_ideal_resource_overlap_cycles,D_prime_workload_bank_stall_cycles,D_vs_D_prime_pure_bank_speedup,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_serial,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_ideal_overlap,checkpoint_mixed_nvfp4_bf16_D_logical_weight_read_bytes,checkpoint_mixed_nvfp4_bf16_D_physical_hbm_read_bytes,uniform_mxfp8_D_speedup_vs_B_serial,uniform_mxfp8_D_speedup_vs_B_ideal_overlap,uniform_mxfp8_D_logical_weight_read_bytes,uniform_mxfp8_D_physical_hbm_read_bytes,uniform_bf16_D_speedup_vs_B_serial,uniform_bf16_D_speedup_vs_B_ideal_overlap,uniform_bf16_D_logical_weight_read_bytes,uniform_bf16_D_physical_hbm_read_bytes
swebench_verified_b2_g1,swebench_verified,2,1,swebench_verified:astropy__astropy-14539|swebench_verified:astropy__astropy-14365,609,618,618,0.007281553398058253,11.0,12.0,12,79.656668,5.0522124999999996,236.7784095,270.17861351374586,71.74419416662951,archived_legacy_integration_requires_recapture,212546419,152064883,93362995,81922611,81922611,2.5944780861537726,1.856201616913797,1.0337072880790115,1.1396486740394542,376832,0,2.56008159375,2.28772946875,781.2251003572139,874.2292422769667,75674964,73207343,0,1.0,1.856201616913797,1.0337072880790115,110373337088,112421337088,1.6383973908504381,1.0,153977660928,156025743360,1.3758079119490545,1.0,273738063872,275786063872
swebench_verified_b2_g2,swebench_verified,2,2,swebench_verified:astropy__astropy-13236|swebench_verified:astropy__astropy-14182,633,708,708,0.05296610169491525,11.0,12.0,12,80.053765,5.075208,238.249169,268.53520788844867,73.5221586660825,archived_legacy_integration_requires_recapture,213331656,152850120,94148232,82707848,82707848,2.579339943653231,1.8480727487916262,1.022870733153875,1.138322834853592,376832,0,2.58462025,2.31204875,773.8080671618974,865.0336633256544,75677664,73985560,0,1.0,1.8480727487916262,1.022870733153875,111551971328,113635360768,1.6295688781243138,1.0,156334929408,158418401280,1.3704175593401962,1.0,277928763392,280012152832
swebench_verified_b2_g3,swebench_verified,2,3,swebench_verified:astropy__astropy-13033|swebench_verified:astropy__astropy-14995,920,939,939,0.010117145899893504,11.0,12.0,12,80.4321935,5.0700769999999995,237.9506445,268.86428092269637,74.588811167547,archived_legacy_integration_requires_recapture,212267357,151785821,93083933,81643549,81643549,2.5999280971972447,1.859128159654108,1.0381512657811396,1.1401260006470322,376832,0,2.55136090625,2.27822634375,783.8953693695995,877.8758991558167,75684594,72903243,0,1.0,1.859128159654108,1.0381512657811396,109772794880,111947017216,1.6422788685980474,1.0,152776576512,154950881280,1.3783680067555544,1.0,271602802688,273777025024
swebench_verified_b2_g4,swebench_verified,2,4,swebench_verified:astropy__astropy-14369|swebench_verified:astropy__astropy-14508,982,1050,1050,0.03238095238095238,11.0,12.0,12,81.0319475,5.1044775,239.55707,267.05924166428554,75.665558912298,archived_legacy_integration_requires_recapture,213682008,153200472,94498584,83058200,83058200,2.5726780498493826,1.8444954501783086,1.0185533868226018,1.1377393682983739,376832,0,2.59556875,2.322163625,770.5440281633843,861.2657516758751,75687924,74309236,0,1.0,1.8444954501783086,1.0185533868226018,111922399232,114140268544,1.626264822672038,1.0,157075785216,159293736960,1.368554568237754,1.0,279245840384,281463709696
swebench_verified_b2_g5,swebench_verified,2,5,swebench_verified:astropy__astropy-14598|swebench_verified:astropy__astropy-13977,1125,1168,1168,0.018407534246575343,11.0,12.0,12,81.41182699999999,5.108203,240.02806650000002,266.54237884824477,76.5486104268445,archived_legacy_integration_requires_recapture,213371953,152890417,94188529,82748145,82748145,2.5785708308023096,1.8476597511642103,1.0229961823072333,1.138255473884037,376832,0,2.58587953125,2.31218678125,773.4312352258772,864.9820231732198,75691464,73989977,0,1.0,1.8476597511642103,1.0229961823072333,111377982464,113642251264,1.6299716503977162,1.0,155986951680,158251302912,1.370896896942502,1.0,277310136320,279574405120
swebench_verified_b2_g6,swebench_verified,2,6,swebench_verified:astropy__astropy-13398|swebench_verified:astropy__astropy-14309,1531,1621,1621,0.027760641579272053,11.0,12.0,12,81.0222355,5.0985534999999995,239.5609065,267.0565792457919,79.760464828299,archived_legacy_integration_requires_recapture,213215652,152734116,94032228,82591844,82591844,2.581558198410003,1.8492639055255868,1.0258367864145241,1.1385171155640985,376832,0,2.580995125,2.3061981875,774.8949157740079,867.2281553425686,75705054,73798342,0,1.0,1.8492639055255868,1.0258367864145241,110900916224,113343311872,1.6325970469298934,1.0,155032819200,157475297280,1.3727453298114594,1.0,275613900800,278056296448
swebench_verified_b2_g7,swebench_verified,2,7,swebench_verified:astropy__astropy-13579|swebench_verified:astropy__astropy-13453,1812,2855,2855,0.18266199649737302,11.0,12.0,12,81.431865,5.0981365,239.913992,266.6643219927646,85.6744550453875,archived_legacy_integration_requires_recapture,213518612,153037076,94335188,82894804,82894804,2.575777994480812,1.846160056063345,1.023471695512671,1.1380108697765905,376832,0,2.590462625,2.3126578125,772.0628665700204,864.8058477090415,75742074,74005050,0,1.0,1.846160056063345,1.023471695512671,110738152448,113665776640,1.6314659366986437,1.0,154707291648,157634998272,1.3726734162220928,1.0,275035185152,277962809344
swebench_verified_b4_g0,swebench_verified,4,0,swebench_verified:astropy__astropy-14096|swebench_verified:astropy__astropy-12907|swebench_verified:astropy__astropy-14539|swebench_verified:astropy__astropy-14365,387,618,618,0.15372168284789645,20.0,23.0,24,81.9478705,5.603177499999999,255.2370145,501.1356487830613,83.9172638039865,archived_legacy_integration_requires_recapture,375687453,254724381,137320605,114439837,114439837,3.2828380645107003,2.2258366289004763,1.5599454142558384,1.199937090088655,753664,0,3.57624490625,3.03181265625,1118.4916315461023,1319.3427343718313,151342792,97018005,0,1.0,2.2258366289004763,1.5599454142558384,143695354880,147791354880,1.856704449378349,1.0342763902517305,220621201920,224717283328,1.5124602024692146,1.0,392215470080,396311470080
swebench_verified_b4_g1,swebench_verified,4,1,swebench_verified:astropy__astropy-13236|swebench_verified:astropy__astropy-14182|swebench_verified:astropy__astropy-13033|swebench_verified:astropy__astropy-14995,633,939,939,0.14802981895633652,19.0,23.0,24,83.8055065,5.6430655000000005,258.9090635,493.98465101216823,85.34698761756977,archived_legacy_integration_requires_recapture,373985313,253022241,135618465,112737697,112737697,3.3173048851618816,2.244344595756644,1.588839536089918,1.2029557868296707,753664,0,3.52305303125,2.97705590625,1135.3788786371963,1343.6092992417246,151362052,95265789,0,1.0,2.244344595756644,1.588839536089918,140709481472,145057926144,1.8760508014821464,1.0609912609670231,214649455104,218997981184,1.525108031264192,1.0,381599031296,385947475968
swebench_verified_b4_g2,swebench_verified,4,2,swebench_verified:astropy__astropy-14369|swebench_verified:astropy__astropy-14508|swebench_verified:astropy__astropy-14598|swebench_verified:astropy__astropy-13977,982,1168,1168,0.0742722602739726,20.0,23.0,24,84.1774115,5.665452999999999,259.44604449999997,492.9194188536308,90.4769748403485,archived_legacy_integration_requires_recapture,376467860,255504788,138101012,115220244,115220244,3.2673760003493832,2.217533821573924,1.5491939975977718,1.1985828809735901,753664,0,3.600632625,3.053519125,1110.9158907873864,1309.9639583885037,151375792,97712612,0,1.0,2.217533821573924,1.5491939975977718,144346409984,148874947584,1.8504835740978303,1.0266999878892427,221923312128,226451931136,1.5090258798655323,1.0,394530332672,399058870272
swebench_verified_b4_g3,swebench_verified,4,3,swebench_verified:astropy__astropy-13398|swebench_verified:astropy__astropy-14309|swebench_verified:astropy__astropy-13579|swebench_verified:astropy__astropy-13453,1531,2855,2855,0.31532399299474606,19.0,23.0,24,82.693358,5.64124,256.976281,497.8101190810627,105.37638534623149,archived_legacy_integration_requires_recapture,375386826,254423754,137019978,114139210,114139210,3.288850746382422,2.229065314189576,1.5718534557892345,1.2004636969188764,753664,0,3.5668503125,3.0115126875,1121.4375848579994,1328.236144115531,151477012,96368406,0,1.0,2.229065314189576,1.5718534557892345,140922758144,146778006528,1.8677154644828837,1.0526522833363046,215076008448,220931338240,1.5216889797817743,1.0,382357348352,388212596736
swebench_verified_b8_g0,swebench_verified,8,0,swebench_verified:astropy__astropy-14096|swebench_verified:astropy__astropy-12907|swebench_verified:astropy__astropy-14539|swebench_verified:astropy__astropy-14365|swebench_verified:astropy__astropy-13236|swebench_verified:astropy__astropy-14182|swebench_verified:astropy__astropy-13033|swebench_verified:astropy__astropy-14995,387,939,939,0.2955271565495208,32.0,39.25,45,83.03060550000001,5.7257475,259.05900499999996,987.1317607616022,103.7606268602235,archived_legacy_integration_requires_recapture,688706950,446780806,211973254,166211718,166211718,4.143552321623918,2.6880223089926787,2.3059371085513525,1.275320756867455,1507328,0,5.1941161875,4.1023999375,1540.2042833105183,1950.0780328295332,302716040,131276798,0,1.0,2.6880223089926787,2.3059371085513525,188994885632,197691774976,2.1472350845378885,1.444075461715204,311219274240,319916244992,1.7019011059630273,1.0,553278709760,561975599104
swebench_verified_b8_g1,swebench_verified,8,1,swebench_verified:astropy__astropy-14369|swebench_verified:astropy__astropy-14508|swebench_verified:astropy__astropy-14598|swebench_verified:astropy__astropy-13977|swebench_verified:astropy__astropy-13398|swebench_verified:astropy__astropy-14309|swebench_verified:astropy__astropy-13579|swebench_verified:astropy__astropy-13453,982,2855,2855,0.46830122591943957,33.0,40.0,44,87.35812999999999,5.775917,265.0861145,964.5027823947688,132.52613086409227,archived_legacy_integration_requires_recapture,693434790,451508646,216701094,170939558,170939558,4.056608067279547,2.641335050135089,2.23730165016915,1.267705945513209,1507328,0,5.3418611875,4.2314639375,1497.6053699635752,1890.5986481658394,302945960,135406846,0,1.0,2.641335050135089,2.23730165016915,192424150016,204134646784,2.1156395994503225,1.4028231206633457,318077803008,329788381184,1.6841930974531778,1.0,565471649792,577182146560
swebench_verified_b16_g0,swebench_verified,16,0,swebench_verified:astropy__astropy-14096|swebench_verified:astropy__astropy-12907|swebench_verified:astropy__astropy-14539|swebench_verified:astropy__astropy-14365|swebench_verified:astropy__astropy-13236|swebench_verified:astropy__astropy-14182|swebench_verified:astropy__astropy-13033|swebench_verified:astropy__astropy-14995|swebench_verified:astropy__astropy-14369|swebench_verified:astropy__astropy-14508|swebench_verified:astropy__astropy-14598|swebench_verified:astropy__astropy-13977|swebench_verified:astropy__astropy-13398|swebench_verified:astropy__astropy-14309|swebench_verified:astropy__astropy-13579|swebench_verified:astropy__astropy-13453,387,2855,2855,0.6183012259194396,49.0,62.0,72,122.045536,6.726001999999999,325.636236,1569.6280391749865,186.69492932778203,archived_legacy_integration_requires_recapture,1301004206,817151918,347536814,256013742,256013742,5.081774891599373,3.191828343339476,3.2757861907286188,1.3574928098976813,3014656,0,8.0004294375,5.7799329375,1999.8926463877083,2768.198208009053,605882384,184957854,0,1.0,3.191828343339476,3.2757861907286188,250919459840,274340453376,2.5001389746373754,1.999601447613607,435066444288,458487519232,1.9495206182006117,1.1653509669185016,773451456512,796872450048
