key,benchmark,batch_size,group_index,sample_ids,prompt_length_min,prompt_length_max,padded_context_length,padding_fraction,active_experts_median,active_experts_p95,active_experts_max,gpu_ttft_ms_median,gpu_itl_ms_median,gpu_e2e_ms_median,gpu_batch_throughput_tokens_s_median,gpu_archived_batch_energy_joules_median,gpu_energy_status,A_original_cycles,B_arlo_cycles,C_fixed_cycles,D_phased_cycles,E_overlap_cycles,D_speedup_vs_A,D_speedup_vs_B,D_speedup_vs_B_ideal_resource_overlap,D_speedup_vs_C,C_bank_stall_cycles,D_bank_stall_cycles,D_tpot_ms_proxy,D_tpot_ms_ideal_resource_overlap_lower_bound,D_aggregate_throughput_tokens_s_proxy,D_aggregate_throughput_tokens_s_ideal_resource_overlap_upper_bound,B_ideal_resource_overlap_cycles,D_ideal_resource_overlap_cycles,D_prime_workload_bank_stall_cycles,D_vs_D_prime_pure_bank_speedup,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_serial,checkpoint_mixed_nvfp4_bf16_D_speedup_vs_B_ideal_overlap,checkpoint_mixed_nvfp4_bf16_D_logical_weight_read_bytes,checkpoint_mixed_nvfp4_bf16_D_physical_hbm_read_bytes,uniform_mxfp8_D_speedup_vs_B_serial,uniform_mxfp8_D_speedup_vs_B_ideal_overlap,uniform_mxfp8_D_logical_weight_read_bytes,uniform_mxfp8_D_physical_hbm_read_bytes,uniform_bf16_D_speedup_vs_B_serial,uniform_bf16_D_speedup_vs_B_ideal_overlap,uniform_bf16_D_logical_weight_read_bytes,uniform_bf16_D_physical_hbm_read_bytes
bfcl_v3_b1_g10,bfcl_v3,1,10,bfcl_v3:multi_turn_base_4,6644,6644,6644,0.0,6.0,6.0,6,82.3349515,4.4677465,221.6147805,144.39048344370974,83.95286377688674,archived_legacy_integration_requires_recapture,130541798,100301030,70950086,65229894,65229894,2.001257245642619,1.5376543460272984,1.0,1.087692799255507,188416,0,2.0384341875,1.89475525,490.5726199708373,527.7726503198764,60632168,60632168,0,1.0,1.5376543460272984,1.0,91481341952,93690101760,1.4326035279716427,1.0,116193917952,118402760704,1.252305731347315,1.0,206566965248,208775725056
bfcl_v3_b1_g11,bfcl_v3,1,11,bfcl_v3:multi_turn_base_0,6646,6646,6646,0.0,6.0,6.0,6,81.2349165,4.477133500000001,221.15029099999998,144.69352623233158,84.96306155887675,archived_legacy_integration_requires_recapture,130542134,100301366,70950422,65230230,65230230,2.0012520881805873,1.5376515765773016,1.0,1.0876923475511278,188416,0,2.0384446875,1.894763125,490.5700930381512,527.7704567952261,60632420,60632420,0,1.0,1.5376515765773016,1.0,91481341952,93690494976,1.4326017350233802,1.0,116193917952,118403153920,1.252305121469794,1.0,206566965248,208776118272
bfcl_v3_b1_g12,bfcl_v3,1,12,bfcl_v3:multi_turn_base_5,6653,6653,6653,0.0,6.0,6.0,6,80.826829,4.465294500000001,220.37974450000002,145.19952607007718,85.27889810627926,archived_legacy_integration_requires_recapture,130543352,100302584,70951640,65231448,65231448,2.0012333928261103,1.537641537560227,1.0,1.0876907101617612,188416,0,2.03848275,1.8947906875,490.56093312538457,527.7627796025359,60633302,60633302,0,1.0,1.537641537560227,1.0,91481341952,93691871232,1.4325952357105112,1.0,116193917952,118404530176,1.252302910688497,1.0,206566965248,208777494528
bfcl_v3_b1_g13,bfcl_v3,1,13,bfcl_v3:multi_turn_base_13,6662,6662,6662,0.0,6.0,6.0,6,82.057456,4.464821000000001,222.0623305,144.09954927818933,87.20019122181725,archived_legacy_integration_requires_recapture,130544828,100304060,70953116,65232924,65232924,2.0012107383075453,1.5376293725542642,1.0,1.0876887260181685,188416,0,2.038528875,1.894826125,490.54983339394687,527.7529092544046,60634436,60634436,0,1.0,1.5376293725542642,1.0,91481341952,93693640704,1.4325873599576164,1.0,116193917952,118406299648,1.252300231665547,1.0,206566965248,208779264000
bfcl_v3_b1_g14,bfcl_v3,1,14,bfcl_v3:multi_turn_base_7,6664,6664,6664,0.0,6.0,6.0,6,81.706794,4.4625325,221.142705,144.698246384145,85.34444725316175,archived_legacy_integration_requires_recapture,130545140,100304372,70953428,65233236,65233236,2.00120594967878,1.5376268011600713,1.0,1.0876883066171974,188416,0,2.038538625,1.894834,490.5474871735629,527.7507158938461,60634688,60634688,0,1.0,1.5376268011600713,1.0,91481341952,93694033920,1.4325856952010372,1.0,116193917952,118406692864,1.2522996653752967,1.0,206566965248,208779657216
bfcl_v3_b1_g15,bfcl_v3,1,15,bfcl_v3:multi_turn_base_8,6679,6679,6679,0.0,6.0,6.0,6,81.374728,4.4638675,220.540124,145.09351993260213,86.12320700829275,archived_legacy_integration_requires_recapture,130547546,100306778,70955834,65235642,65235642,2.001169023522448,1.5376069725810317,1.0,1.087685072525231,188416,0,2.0386138125,1.8948930625,490.52939495866383,527.7342662707648,60636578,60636578,0,1.0,1.5376069725810317,1.0,91481341952,93696983040,1.4325728577970256,1.0,116193917952,118409641984,1.2522952984916396,1.0,206566965248,208782606336
bfcl_v3_b2_g0,bfcl_v3,2,0,bfcl_v3:multi_turn_base_10|bfcl_v3:multi_turn_base_9,3786,3790,3790,0.0005277044854881266,11.0,12.0,12,80.71916,5.08282,238.85617200000002,267.82487123523356,96.83260336568324,archived_legacy_integration_requires_recapture,214320111,153838575,95136687,83696303,83696303,2.560687907565045,1.8380569927921429,1.0138693270026171,1.136689239427935,376832,0,2.61550946875,2.33542559375,764.6693785267911,856.3749602437961,75770124,74733619,0,1.0,1.8380569927921429,1.0138693270026171,111507070976,114802352128,1.6241922882819952,1.0,156245128704,159540492288,1.368636476394268,1.0,277769117696,281064398848
bfcl_v3_b2_g1,bfcl_v3,2,1,bfcl_v3:multi_turn_base_1|bfcl_v3:multi_turn_base_12,3798,3798,3798,0.0,11.0,12.0,12,80.9182705,5.092522,239.689899,266.9043288745146,98.32354206209351,archived_legacy_integration_requires_recapture,214445093,153963557,95261669,83821285,83821285,2.558360838777406,1.8368074051835401,1.012188240139057,1.1364854284922976,376832,0,2.61941515625,2.33931178125,763.5292157594578,854.9523052165837,75770364,74857977,0,1.0,1.8368074051835401,1.012188240139057,111697897472,114996324352,1.6228216941890212,1.0,156626781696,159925291008,1.3677906126694477,1.0,278447611904,281746038784
bfcl_v3_b2_g2,bfcl_v3,2,2,bfcl_v3:multi_turn_base_3|bfcl_v3:multi_turn_base_6,3804,3811,3811,0.0009183941222776174,11.0,12.0,12,81.467814,5.093245,239.9131875,266.66726649385066,97.052091253268,archived_legacy_integration_requires_recapture,214312625,153831089,95129201,83688817,83688817,2.560827511757037,1.8381319573438348,1.014001553305914,1.1367014663380892,376832,0,2.61527553125,2.33514046875,764.7377785254151,856.4795252212812,75770754,74724495,0,1.0,1.8381319573438348,1.014001553305914,111484620800,114788159488,1.624313719961305,1.0,156200228352,159503849472,1.3687222451730163,1.0,277689294848,280992833536
bfcl_v3_b2_g3,bfcl_v3,2,3,bfcl_v3:multi_turn_base_14|bfcl_v3:multi_turn_base_2,5400,5597,5597,0.01759871359656959,11.0,12.0,12,81.31573900000001,5.1005199999999995,240.0933665,266.43691438768457,113.953254022262,archived_legacy_integration_requires_recapture,215632503,155150967,96449079,85008695,85008695,2.536593497876894,1.825118795200891,1.0,1.1345789863025189,376832,0,2.65652171875,2.37203328125,752.8641628953368,843.1584901481871,75905065,75905065,0,1.0,1.825118795200891,1.0,112623967232,116629789696,1.6131253758210502,1.0,158478921216,162484826112,1.3626479461596817,1.0,281740304384,285746126848
bfcl_v3_b2_g4,bfcl_v3,2,4,bfcl_v3:multi_turn_base_15|bfcl_v3:multi_turn_base_11,6535,6643,6643,0.008128857443925937,11.0,12.0,12,92.78571500000001,5.1076785000000005,251.6756585,254.18530262405926,125.47018567797099,archived_legacy_integration_requires_recapture,215200634,154719098,96017210,84576826,84576826,2.5444397026674896,1.8293320442174077,1.006155937143561,1.1352661779953765,376832,0,2.6430258125,2.35598775,756.7084629068487,848.9008484870093,75855714,75391608,0,1.0,1.8293320442174077,1.006155937143561,111411657728,115828784128,1.6196740545841832,1.0,156054302208,160471511040,1.3672386816361513,1.0,277429870592,281846996992
bfcl_v3_b2_g5,bfcl_v3,2,5,bfcl_v3:multi_turn_base_4|bfcl_v3:multi_turn_base_0,6644,6646,6646,0.0001504664459825459,11.0,12.0,12,93.3176045,5.0943235,251.6604465,254.21134487874735,125.74906225190776,archived_legacy_integration_requires_recapture,215323910,154842374,96140486,84700102,84700102,2.5421918618232597,1.8281250003689489,1.0045177194094126,1.1350693060558534,376832,0,2.6468781875,2.3598328125,755.6071183952057,847.5176671016816,75855804,75514650,0,1.0,1.8281250003689489,1.0045177194094126,111602484224,116020790272,1.6183322685504073,1.0,156435955200,160854343680,1.3664025128025297,1.0,278108364800,282526670848
bfcl_v3_b2_g6,bfcl_v3,2,6,bfcl_v3:multi_turn_base_5|bfcl_v3:multi_turn_base_13,6653,6662,6662,0.0006754728309816872,11.0,12.0,12,93.8257155,5.111931500000001,252.9542535,252.97174697080362,122.8587426614545,archived_legacy_integration_requires_recapture,215376004,154894468,96192580,84752196,84752196,2.5412439342574675,1.8276159829534093,1.003848158424051,1.134986284013219,376832,0,2.648506125,2.36142175,755.1426750051409,846.9473951444718,75856284,75565496,0,1.0,1.8276159829534093,1.003848158424051,111675447296,116100044800,1.617793997618461,1.0,156581881344,161006561280,1.366074322381401,1.0,278367789056,282792386560
bfcl_v3_b2_g7,bfcl_v3,2,7,bfcl_v3:multi_turn_base_7|bfcl_v3:multi_turn_base_8,6664,6679,6679,0.0011229225932025753,11.0,12.0,12,94.291753,5.103714,253.3147295,252.50608779818316,126.90689258938426,archived_legacy_integration_requires_recapture,215547120,155065584,96363696,84923312,84923312,2.538138408921216,1.8259483803457877,1.0016043776476926,1.1347142937618824,376832,0,2.6538535,2.3667276875,753.6211022952095,845.048634265407,75856794,75735286,0,1.0,1.8259483803457877,1.0016043776476926,111933624320,116364906496,1.615967779131612,1.0,157098235392,161529600000,1.3649428635000513,1.0,279285751808,283717033984
bfcl_v3_b4_g0,bfcl_v3,4,0,bfcl_v3:multi_turn_base_10|bfcl_v3:multi_turn_base_9|bfcl_v3:multi_turn_base_1|bfcl_v3:multi_turn_base_12,3786,3798,3798,0.0013164823591363876,20.0,23.0,24,103.14336499999999,5.6286305,277.95101950000003,460.17829809518145,141.09134824730828,archived_legacy_integration_requires_recapture,379848185,258885113,141481337,118600569,118600569,3.202751792868717,2.1828319643221947,1.5050615122324393,1.1929229192821158,753664,0,3.70626778125,3.14633303125,1079.2528322524322,1271.3212365859595,151533592,100682657,0,1.0,2.1828319643221947,1.5050615122324393,146911342592,153508196352,1.8253425178170075,1.0,227053177344,233650112512,1.4953966576612254,1.0,403650093056,410246946816
bfcl_v3_b4_g1,bfcl_v3,4,1,bfcl_v3:multi_turn_base_3|bfcl_v3:multi_turn_base_6|bfcl_v3:multi_turn_base_14|bfcl_v3:multi_turn_base_2,3804,5597,5597,0.16866178309808827,19.0,23.0,24,127.059601,5.6785355,304.24443599999995,420.46809143275084,165.23510842918296,archived_legacy_integration_requires_recapture,380229836,259266764,141862988,118982220,118982220,3.1956861789938027,2.1790378764154847,1.5046241224172996,1.1923040938385585,753664,0,3.718194375,3.1494895,1075.7909879308017,1270.0470981090746,151641532,100783664,0,1.0,2.1790378764154847,1.5046241224172996,145654132736,153665777664,1.8274076963952346,1.0019361010408652,224538757632,232550483968,1.4983494538546835,1.0,399180013568,407191658496
bfcl_v3_b4_g2,bfcl_v3,4,2,bfcl_v3:multi_turn_base_15|bfcl_v3:multi_turn_base_11|bfcl_v3:multi_turn_base_4|bfcl_v3:multi_turn_base_0,6535,6646,6646,0.004363526933493831,19.0,23.0,24,175.54909400000003,5.620863,350.1828465,365.2665076705559,206.10068800365673,archived_legacy_integration_requires_recapture,380026444,259063372,141659596,118778828,118778828,3.1994459820735055,2.1810568125827947,1.510750510363682,1.1926333874922557,753664,0,3.711838375,3.138019625,1077.6331283551644,1274.6892875152112,151704472,100416628,0,1.0,2.1810568125827947,1.510750510363682,144256609280,153093221376,1.8328069330510572,1.0107859339897753,221743710720,230580404224,1.5028018827693377,1.0,394211041280,403047653376
bfcl_v3_b4_g3,bfcl_v3,4,3,bfcl_v3:multi_turn_base_5|bfcl_v3:multi_turn_base_13|bfcl_v3:multi_turn_base_7|bfcl_v3:multi_turn_base_8,6653,6679,6679,0.0021709836801916457,19.0,23.0,24,176.9095825,5.627629499999999,351.109061,364.3587410825668,210.054182726635,archived_legacy_integration_requires_recapture,379026450,258063378,140659602,117778834,117778834,3.2181202439141146,2.1910845033497277,1.52604551148144,1.1942689295090152,753664,0,3.6805885625,3.1066089375,1086.7827066448967,1287.5775742855308,151706452,99411486,0,1.0,2.1910845033497277,1.52604551148144,142662646784,151525211136,1.8429240923612509,1.024637049075704,218555785728,227418431488,1.5093949902371302,1.0,388543619072,397406183424
bfcl_v3_b8_g0,bfcl_v3,8,0,bfcl_v3:multi_turn_base_10|bfcl_v3:multi_turn_base_9|bfcl_v3:multi_turn_base_1|bfcl_v3:multi_turn_base_12|bfcl_v3:multi_turn_base_3|bfcl_v3:multi_turn_base_6|bfcl_v3:multi_turn_base_14|bfcl_v3:multi_turn_base_2,3786,5597,5597,0.24548865463641237,32.0,39.0,44,220.79873750000002,5.7924195,401.067534,637.7536130039462,257.4159553093615,archived_legacy_integration_requires_recapture,699152396,457226252,222418700,176657164,176657164,3.9576792707936828,2.5882123410517335,2.1620964890960757,1.2590414957640779,1507328,0,5.520536375,4.383404625,1449.1345508071215,1825.0653736991026,303275000,140268948,0,1.0,2.5882123410517335,2.1620964890960757,195696263168,211719553024,2.0820152442664197,1.3605014813619238,324622029312,340645400576,1.6661961448670677,1.0,577105829888,593129119744
bfcl_v3_b8_g1,bfcl_v3,8,1,bfcl_v3:multi_turn_base_15|bfcl_v3:multi_turn_base_11|bfcl_v3:multi_turn_base_4|bfcl_v3:multi_turn_base_0|bfcl_v3:multi_turn_base_5|bfcl_v3:multi_turn_base_13|bfcl_v3:multi_turn_base_7|bfcl_v3:multi_turn_base_8,6535,6679,6679,0.005726905225333134,32.0,39.0,46,343.3934175,5.7927365,523.1824995,488.94597124356494,369.0869590355378,archived_legacy_integration_requires_recapture,699785816,457859672,223052120,177290584,177290584,3.947112137664344,2.5825380100276503,2.1584697914094897,1.25811599785807,1507328,0,5.54033075,4.3926495,1443.9571139322322,1821.2242975452514,303404840,140564784,0,1.0,2.5825380100276503,2.1584697914094897,194455890944,212181019648,2.0826903601161706,1.3641392854094179,322141284864,339866494976,1.6684157981169891,1.0,572695617536,590420746240
bfcl_v3_b16_g0,bfcl_v3,16,0,bfcl_v3:multi_turn_base_10|bfcl_v3:multi_turn_base_9|bfcl_v3:multi_turn_base_1|bfcl_v3:multi_turn_base_12|bfcl_v3:multi_turn_base_3|bfcl_v3:multi_turn_base_6|bfcl_v3:multi_turn_base_14|bfcl_v3:multi_turn_base_2|bfcl_v3:multi_turn_base_15|bfcl_v3:multi_turn_base_11|bfcl_v3:multi_turn_base_4|bfcl_v3:multi_turn_base_0|bfcl_v3:multi_turn_base_5|bfcl_v3:multi_turn_base_13|bfcl_v3:multi_turn_base_7|bfcl_v3:multi_turn_base_8,3786,6679,6679,0.1867233118730349,49.0,63.0,71,560.34077,6.754742,768.247126,665.9474015880392,574.9697076088512,archived_legacy_integration_requires_recapture,1318458954,834606666,364991562,273468490,273468490,4.821246330792992,3.051929917044556,3.0335998904464754,1.3346750186831398,3014656,0,8.5458903125,6.2508258125,1872.244952242944,2559.661791887438,606800144,200026426,0,1.0,3.051929917044556,3.0335998904464754,262397112320,297847369728,2.4068208801648483,1.8646240773865763,458021749248,493472088064,1.8946331372901024,1.0957322256578652,814260887552,849711144960
gpqa_diamond_b1_g0,gpqa_diamond,1,0,gpqa_diamond:rec4JrWy7Il8ho5vk,137,137,137,0.0,6.0,6.0,6,84.311976,4.453977,223.101011,143.4289903184653,60.877067723763005,archived_legacy_integration_requires_recapture,129467972,99227204,69876260,64156068,64156068,2.0180160043473987,1.5466534513929375,1.0,1.0891605763620051,188416,0,2.004877125,1.8691275625,498.78368481060903,535.0089635736138,59812082,59812082,0,1.0,1.5466534513929375,1.0,91481341952,92410773504,1.4384105725154102,1.0,116193917952,117123432448,1.2542700247725078,1.0,206566965248,207496396800
gpqa_diamond_b1_g1,gpqa_diamond,1,1,gpqa_diamond:rec06pnAkLOr2t2mp,139,139,139,0.0,6.0,6.0,6,84.6056655,4.4616185,223.846381,142.95143310483252,61.289798364549,archived_legacy_integration_requires_recapture,129468284,99227516,69876572,64156380,64156380,2.0180110536161795,1.5466507929530937,1.0,1.089160142763666,188416,0,2.004886875,1.8691354375,498.781259167054,535.0067094857058,59812334,59812334,0,1.0,1.5466507929530937,1.0,91481341952,92411166720,1.4384088626374893,1.0,116193917952,117123825664,1.2542694496053115,1.0,206566965248,207496790016
gpqa_diamond_b1_g2,gpqa_diamond,1,2,gpqa_diamond:rec0Arme2jcXQZnAW,139,139,139,0.0,6.0,6.0,6,83.68390600000001,4.4685995,222.736233,143.66382562041954,60.88303897590125,archived_legacy_integration_requires_recapture,129468284,99227516,69876572,64156380,64156380,2.0180110536161795,1.5466507929530937,1.0,1.089160142763666,188416,0,2.004886875,1.8691354375,498.781259167054,535.0067094857058,59812334,59812334,0,1.0,1.5466507929530937,1.0,91481341952,92411166720,1.4384088626374893,1.0,116193917952,117123825664,1.2542694496053115,1.0,206566965248,207496790016
gpqa_diamond_b1_g3,gpqa_diamond,1,3,gpqa_diamond:rec0yTRmO1o1xCA6H,146,146,146,0.0,6.0,6.0,6,83.4655415,4.4611905,222.05129749999998,144.1069635931351,61.62489070838425,archived_legacy_integration_requires_recapture,129469418,99228650,69877706,64157514,64157514,2.01799306001788,1.5466411307645118,1.0,1.0891585668359907,188416,0,2.0049223125,1.869163,498.77244308437514,534.9988203276012,59813216,59813216,0,1.0,1.5466411307645118,1.0,91481341952,92412542976,1.4384026480012275,1.0,116193917952,117125201920,1.254267359115687,1.0,206566965248,207498166272
gpqa_diamond_b1_g4,gpqa_diamond,1,4,gpqa_diamond:rec0VuKUjt1SZ7NYv,147,147,147,0.0,6.0,6.0,6,83.23982799999999,4.4500779999999995,221.77997399999998,144.28334458155976,61.005085460075,archived_legacy_integration_requires_recapture,129469580,99228812,69877868,64157676,64157676,2.0179904895557628,1.54663975047974,1.0,1.0891583417080133,188416,0,2.004927375,1.8691669375,498.7711836694334,534.9976933240079,59813342,59813342,0,1.0,1.54663975047974,1.0,91481341952,92412739584,1.43840176021043,1.0,116193917952,117125398528,1.254267060477118,1.0,206566965248,207498362880
gpqa_diamond_b1_g5,gpqa_diamond,1,5,gpqa_diamond:rec0wZvZgiz320KRs,156,156,156,0.0,6.0,6.0,6,83.91300849999999,4.449778,222.18568299999998,144.01982692497174,61.216054453914,archived_legacy_integration_requires_recapture,129471002,99230234,69879290,64159098,64159098,2.017967927167555,1.5466276349458654,1.0,1.0891563656334446,188416,0,2.0049718125,1.869202375,498.7601290778745,534.9875505053325,59814476,59814476,0,1.0,1.5466276349458654,1.0,91481341952,92414509056,1.4383939675343969,1.0,116193917952,117127168000,1.2542644391242281,1.0,206566965248,207500132352
gpqa_diamond_b1_g6,gpqa_diamond,1,6,gpqa_diamond:rec4UqStf9WUVif1f,159,159,159,0.0,6.0,6.0,6,83.76395199999999,4.4499075,222.2372125,143.9864626205325,60.728501403633494,archived_legacy_integration_requires_recapture,129471470,99230702,69879758,64159566,64159566,2.0179605017901774,1.5466236476724298,1.0,1.089155715298947,188416,0,2.0049864375,1.8692141875,498.75649096504173,534.9841696512375,59814854,59814854,0,1.0,1.5466236476724298,1.0,91481341952,92415098880,1.4383914029167997,1.0,116193917952,117127757824,1.2542635764123138,1.0,206566965248,207500722176
gpqa_diamond_b1_g7,gpqa_diamond,1,7,gpqa_diamond:rec2UlKqC6RFHdcro,177,177,177,0.0,6.0,6.0,6,84.1787115,4.44411,222.5079145,143.81103888406216,61.267135635599004,archived_legacy_integration_requires_recapture,129474530,99233762,69882818,64162626,64162626,2.0179119539153527,1.5465975784719286,1.0,1.0891514633456554,188416,0,2.0050820625,1.8692850625,498.7327046121834,534.9638854239761,59817122,59817122,0,1.0,1.5465975784719286,1.0,91481341952,92418637824,1.438374635002752,1.0,116193917952,117131296768,1.2542579357479182,1.0,206566965248,207504261120
