state_mode,model,case,phase,batch,tokens,variant,cycles,latency_us_proxy,speedup_vs_A,speedup_vs_B,speedup_vs_D_prime,speedup_vs_D,bank_stall_cycles,matrix_sram_service_cycles,physical_hbm_read_bytes,physical_hbm_write_bytes
official_fp32_streamed,kimi_k3,prefill_b1_s128,prefill,1,128,E_affine_plus_matrix_overlap,1218261623,1218261.623,1.0,1.0,1.0,1.0,0,0,1557972203520,628391936
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,A_original_fixed,4055091,4055.091,1.0,0.7669536885855336,0.49203753997135946,0.49203753997135946,0,0,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,B_arlo_static,3110067,3110.067,1.3038596917686982,1.0,0.6415479152056853,0.6415479152056853,0,0,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,C_multirow_original_fixed,2030585,2030.585,1.9970062814410625,1.531611333679703,0.9826020580276127,0.9826020580276127,35328,70656,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,D_prime_best_global_fixed,1995257,1995.257,2.0323652542003363,1.5587300282620233,1.0,1.0,0,35328,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,D_compiler_per_tile_affine,1995257,1995.257,2.0323652542003363,1.5587300282620233,1.0,1.0,0,35328,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b1_t1,decode,1,1,E_affine_plus_matrix_overlap,1985528,1985.528,2.0423237546889292,1.5663677369445306,1.004899956082211,1.004899956082211,0,35328,2899471872,27699584
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,A_original_fixed,6773597,6773.597,1.0,0.7209683422264419,0.39180497452092294,0.39180497452092294,0,0,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,B_arlo_static,4883549,4883.549,1.3870234536399655,1.0,0.5434426889133293,0.5434426889133293,0,0,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,C_multirow_original_fixed,2724585,2724.585,2.486102287137307,1.7924010445627498,0.9740672432682409,0.9740672432682409,70656,141312,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,D_prime_best_global_fixed,2653929,2653.929,2.552290208215819,1.840120440298139,1.0,1.0,0,70656,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,D_compiler_per_tile_affine,2653929,2653.929,2.552290208215819,1.840120440298139,1.0,1.0,0,70656,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b2_t1,decode,2,1,E_affine_plus_matrix_overlap,2634471,2634.471,2.5711412272141163,1.8537114282146208,1.0073859230183213,1.0073859230183213,0,70656,3714693632,55399168
bf16_state_candidate,nemotron3,decode_b4_t1,decode,4,1,A_original_fixed,12210728,12210.728,1.0,0.6904282856845226,0.32523793831129477,0.32523793831129477,0,0,5345137152,110798336
bf16_state_candidate,nemotron3,decode_b4_t1,decode,4,1,B_arlo_static,8430632,8430.632,1.4483763494836448,1.0,0.47106693780490005,0.47106693780490005,0,0,5345137152,110798336
bf16_state_candidate,nemotron3,decode_b4_t1,decode,4,1,C_multirow_original_fixed,4112704,4112.704,2.9690267035993836,2.0499000171176918,0.9656401238698433,0.9656401238698433,141312,282624,5345137152,110798336
